#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         575     -3.3591    -3.36264 0.000148793
         576    -3.35864    -3.36263 0.000148697
         577    -3.35865    -3.36262 0.000148599
         578    -3.35914    -3.36262 0.000148464
         579    -3.35935    -3.36261 0.000148315
         580    -3.36013    -3.36261 0.000148121
         581    -3.36118    -3.36261 0.000147887
         582    -3.36159     -3.3626 0.000147643
         583    -3.36166     -3.3626 0.000147398
         584    -3.36023     -3.3626 0.000147202
         585    -3.35967    -3.36259 0.000147035
         586    -3.35974    -3.36259 0.000146865
         587    -3.35963    -3.36258 0.000146702
         588    -3.36009    -3.36258 0.000146513
         589    -3.36102    -3.36258 0.000146288
         590    -3.36226    -3.36258 0.000146041
         591    -3.36307    -3.36258 0.000145797
         592    -3.36362    -3.36258 0.000145561
         593    -3.36387    -3.36258 0.000145332
         594    -3.36379    -3.36258 0.000145101
         595    -3.36395    -3.36258 0.000144876
         596    -3.36399    -3.36259 0.000144652
         597    -3.36373    -3.36259 0.000144422
         598    -3.36375    -3.36259 0.000144194
         599    -3.36317    -3.36259 0.000143956
         600    -3.36275    -3.36259 0.000143716
         601    -3.36256    -3.36259 0.000143477
         602    -3.36273    -3.36259 0.000143239
         603    -3.36185    -3.36259 0.000143007
         604    -3.36219    -3.36259 0.000142772
         605    -3.36245    -3.36259 0.000142536
         606    -3.36284    -3.36259 0.000142301
         607      -3.363    -3.36259 0.000142068
         608    -3.36305    -3.36259 0.000141837
         609     -3.3619    -3.36259 0.000141608
         610    -3.36155    -3.36259 0.000141386
         611    -3.36234    -3.36259 0.000141156
         612    -3.36208    -3.36259 0.000140927
         613    -3.36272    -3.36259 0.000140698
         614    -3.36437    -3.36259 0.000140499
         615    -3.36487     -3.3626 0.000140319
         616    -3.36459     -3.3626 0.000140129
         617    -3.36436     -3.3626 0.000139931
         618    -3.36371     -3.3626 0.000139716
         619    -3.36415    -3.36261 0.000139512
         620     -3.3642    -3.36261 0.000139311
         621    -3.36457    -3.36261 0.000139123
         622    -3.36479    -3.36261 0.000138943
         623     -3.3653    -3.36262 0.000138787
         624    -3.36543    -3.36262 0.000138638
         625      -3.366    -3.36263 0.000138521
         626    -3.36584    -3.36263 0.000138395
         627    -3.36786    -3.36264 0.000138425
         628    -3.36905    -3.36265  0.00013858
         629    -3.36901    -3.36266 0.000138728
         630    -3.36954    -3.36267 0.000138937
         631    -3.36923    -3.36268 0.000139104
         632    -3.36874    -3.36269 0.000139213
         633    -3.36964     -3.3627 0.000139426
         634     -3.3703    -3.36272 0.000139719
         635    -3.37084    -3.36273 0.000140084
         636    -3.37083    -3.36274 0.000140441
         637    -3.37125    -3.36276 0.000140854
         638    -3.37143    -3.36277 0.000141288
         639    -3.37174    -3.36278 0.000141763
         640    -3.37219     -3.3628 0.000142302
         641    -3.37181    -3.36281 0.000142773
         642    -3.37109    -3.36282 0.000143131
         643    -3.37034    -3.36284 0.000143385
         644    -3.37069    -3.36285  0.00014368
         645    -3.37004    -3.36286 0.000143889
         646    -3.36899    -3.36287 0.000143978
         647    -3.36776    -3.36288 0.000143954
         648    -3.36691    -3.36288 0.000143867
         649     -3.3662    -3.36289 0.000143736
         650    -3.36605    -3.36289 0.000143597
         651    -3.36641     -3.3629 0.000143478
         652    -3.36676     -3.3629  0.00014338
         653    -3.36613    -3.36291 0.000143245
         654    -3.36624    -3.36291 0.000143117
         655     -3.3669    -3.36292 0.000143027
         656    -3.36699    -3.36293 0.000142944
         657    -3.36787    -3.36293 0.000142924
